"time","IDs","migrant"
14600,4555,"21"
14600,4557,"21"
14600,4559,"21"
14600,4561,"21"
14600,4562,"21"
14600,4565,"21"
14600,4566,"21"
14600,4567,"21"
14600,4568,"21"
14600,4569,"21"
14600,4570,"21"
14600,4571,"21"
14600,4574,"21"
14600,4575,"21"
14600,4576,"21"
14600,4578,"21"
14600,4581,"21"
14600,4582,"21"
14600,4585,"21"
14600,4586,"21"
14600,4587,"21"
14600,4589,"21"
14600,4590,"21"
14600,4592,"21"
14600,4593,"21"
14600,4594,"21"
14600,4595,"21"
14600,4596,"21"
14600,4597,"21"
14600,4598,"21"
14600,4600,"21"
14600,4601,"21"
14600,4603,"21"
14600,4605,"21"
14600,4606,"21"
14600,4608,"21"
14600,4610,"21"
14600,4615,"21"
14600,4616,"21"
14600,4617,"21"
14600,4618,"21"
14600,4620,"21"
14600,4621,"21"
14600,4625,"21"
14600,4626,"21"
14600,4629,"21"
14600,4631,"21"
14600,4632,"21"
14600,4633,"21"
14600,4634,"21"
14600,4635,"21"
14600,4636,"21"
14600,4637,"21"
14600,4640,"21"
14600,4641,"21"
14600,4642,"21"
14600,4643,"21"
14600,4644,"21"
14600,4648,"21"
14600,4649,"21"
14600,4651,"21"
14600,4652,"21"
14600,4654,"21"
14600,4655,"21"
14600,4656,"21"
14600,4658,"21"
14600,4660,"21"
14600,4661,"21"
14600,4663,"21"
14600,4664,"21"
14600,4666,"21"
14600,4667,"21"
14600,4668,"21"
